Student_ID,Attendance,Assignment,Quiz,Midterm,Final,Previous_GPA,Average_Score,Risk_Level
2956,74,64,94,94,23,2.68,60.6,Medium
2957,67,56,64,42,28,3.48,42.5,High
2958,46,49,93,57,20,3.75,43.9,High
2959,71,94,86,63,54,2.74,65.6,Low
2960,50,78,88,86,93,2.81,84.6,High
2961,49,30,22,81,31,2.87,46.8,High
2962,48,39,57,31,37,3.84,38.5,High
2963,53,76,96,49,97,3.39,76.0,High
2964,52,88,61,84,29,2.5,56.9,High
2965,96,91,59,60,93,2.37,79.8,Medium
2966,64,47,69,39,37,2.46,44.5,High
2967,41,75,54,25,43,2.53,41.7,High
2968,74,61,43,94,20,2.46,54.0,Medium
2969,46,56,36,23,98,3.32,59.9,High
2970,60,47,59,29,91,2.23,61.7,Medium
2971,57,68,93,70,35,2.77,56.8,High
2972,42,78,85,57,34,3.25,51.2,High
2973,81,73,63,20,81,2.58,60.1,Medium
2974,93,83,42,27,24,2.13,39.5,High
2975,78,63,25,82,64,2.16,66.8,Medium
2976,80,65,85,52,71,2.25,67.0,Medium
2977,88,47,40,34,90,3.67,63.7,Medium
2978,50,67,54,50,26,3.32,42.5,High
2979,78,88,48,40,46,2.13,51.8,Medium
2980,63,38,26,22,32,2.78,32.1,High
2981,99,80,72,85,36,2.56,65.0,Medium
2982,85,64,56,54,63,3.16,61.9,Medium
2983,58,34,42,60,32,3.05,44.2,High
2984,43,43,27,78,92,2.96,71.5,High
2985,65,59,95,35,24,2.63,42.0,High
2986,77,33,67,75,52,2.28,61.0,Medium
2987,81,68,29,64,23,3.48,46.2,High
2988,71,93,98,78,45,3.76,67.6,Low
2989,78,54,43,69,87,3.89,73.0,Low
2990,84,57,66,31,35,2.12,44.0,High
2991,85,95,72,31,41,3.48,50.9,Medium
2992,75,51,58,52,55,3.45,56.0,Medium
2993,79,60,86,68,77,3.89,73.7,Low
2994,76,52,85,40,74,2.51,62.9,Medium
2995,72,77,25,79,54,3.48,62.7,Medium
2996,75,49,40,71,44,2.11,55.3,Medium
2997,42,67,92,73,91,3.26,78.4,High
2998,48,84,93,58,80,2.7,71.9,High
2999,47,97,55,68,37,3.54,55.1,High
3000,72,30,22,83,77,3.73,68.1,Low
3001,98,36,97,45,95,2.73,74.6,Low
3002,45,86,61,90,76,3.05,76.6,High
3003,80,41,64,26,82,2.23,59.1,Medium
3004,78,34,63,91,31,2.83,57.2,Medium
3005,43,79,52,81,30,2.72,53.7,High
3006,52,71,79,43,32,2.37,45.9,High
3007,88,41,89,59,54,3.79,61.1,Medium
3008,99,47,96,95,46,2.3,71.1,Medium
3009,41,95,45,66,86,3.27,72.3,High
3010,99,46,40,27,64,3.78,52.2,Medium
3011,44,97,21,73,93,3.82,75.3,High
3012,83,91,66,28,86,3.59,66.8,Low
3013,66,70,49,22,41,2.35,41.5,High
3014,71,63,46,73,97,3.63,78.7,Low
3015,60,99,90,40,61,2.55,61.3,Medium
3016,47,74,39,67,39,3.84,51.7,High
3017,77,87,69,66,67,3.42,69.9,Low
3018,47,80,42,87,37,3.57,57.8,High
3019,89,63,32,82,96,2.17,81.4,Medium
3020,42,73,23,35,89,3.17,59.9,High
3021,93,44,33,93,93,3.64,82.1,Low
3022,83,99,39,24,25,3.72,39.3,High
3023,97,79,32,30,58,2.06,53.0,Medium
3024,42,61,22,48,30,3.88,38.9,High
3025,61,96,97,98,44,2.09,72.4,Medium
3026,45,32,66,89,74,3.23,70.6,High
3027,41,80,22,67,77,3.39,65.2,High
3028,62,96,20,34,56,2.21,50.4,Medium
3029,83,77,43,53,35,2.1,50.2,Medium
3030,41,46,54,79,89,3.57,73.4,High
3031,77,36,33,81,92,2.77,75.7,Low
3032,56,42,86,21,56,2.21,47.1,High
3033,74,95,32,99,72,3.53,78.6,Low
3034,73,33,66,38,35,3.7,42.6,High
3035,62,39,69,68,37,3.17,52.2,Medium
3036,69,46,97,97,38,2.32,65.5,Medium
3037,91,81,45,47,63,2.03,61.0,Medium
3038,47,35,22,67,21,3.4,38.9,High
3039,61,98,70,56,77,3.1,70.5,Low
3040,83,38,59,93,29,3.3,57.5,Medium
3041,97,50,87,68,95,3.63,81.8,Low
3042,75,53,55,67,65,2.87,64.4,Medium
3043,44,33,70,92,38,2.25,57.5,High
3044,52,53,20,48,57,3.88,49.7,High
3045,68,88,52,79,56,3.09,66.9,Low
3046,70,32,26,48,97,3.23,66.0,Low
3047,86,97,71,77,64,3.87,74.1,Low
3048,96,69,30,67,53,3.86,60.8,Medium
3049,94,77,46,42,21,3.14,42.7,High
3050,55,83,33,46,63,2.6,56.1,High
3051,81,64,99,26,46,3.99,50.6,Medium
3052,69,85,65,68,67,3.36,69.1,Low
3053,96,69,95,73,26,2.82,58.3,Medium
3054,94,97,29,87,46,3.12,66.5,Low
3055,55,75,43,97,90,2.83,82.4,High
3056,51,42,80,61,37,3.78,50.4,High
3057,56,56,37,93,52,2.96,63.6,High
3058,55,35,28,78,52,3.65,56.0,High
3059,51,46,36,63,44,3.68,49.8,High
3060,47,65,77,45,33,3.65,45.6,High
3061,59,31,32,42,57,3.44,47.6,High
3062,42,81,69,92,57,3.71,69.6,High
3063,55,95,25,27,23,2.77,34.8,High
3064,69,81,70,72,81,2.23,76.0,Medium
3065,84,72,55,33,29,3.68,42.6,High
3066,62,51,90,90,54,3.0,68.9,Low
3067,67,84,44,26,42,2.25,44.1,High
3068,90,96,30,28,84,2.23,63.6,Medium
3069,79,89,63,22,98,2.32,68.9,Medium
3070,93,87,33,97,44,3.5,68.0,Low
3071,44,41,48,36,72,3.42,52.9,High
3072,59,98,93,63,36,2.41,58.3,High
3073,79,68,69,65,76,3.69,71.5,Low
3074,95,42,24,77,94,2.56,76.8,Low
3075,83,70,91,47,96,3.59,76.9,Low
3076,40,86,88,33,39,2.98,46.9,High
3077,96,82,76,28,44,3.46,51.4,Medium
3078,69,41,45,45,61,2.76,53.4,Medium
3079,60,42,25,21,64,2.69,44.6,High
3080,59,86,35,94,50,3.68,66.2,High
3081,45,69,79,53,84,2.07,68.8,High
3082,61,74,31,38,71,3.95,56.4,Medium
3083,57,64,94,58,99,3.3,78.5,High
3084,47,32,22,32,40,2.86,35.7,High
3085,78,34,82,24,49,3.26,46.2,High
3086,71,40,83,69,22,2.25,48.9,High
3087,72,85,81,42,89,3.03,72.0,Low
3088,92,39,25,48,62,3.97,54.8,Medium
3089,55,63,38,91,48,2.47,62.1,High
3090,51,96,37,45,22,3.44,40.7,High
3091,77,60,99,98,77,2.87,83.8,Low
3092,91,95,62,76,52,3.3,68.4,Low
3093,73,99,92,20,94,2.41,70.0,Medium
3094,53,70,22,47,64,2.94,54.2,High
3095,75,92,91,81,88,3.96,85.3,Low
3096,72,61,57,66,51,2.39,59.2,Medium
3097,62,49,87,97,71,3.27,77.3,Low
3098,89,86,95,78,83,3.15,83.6,Low
3099,84,79,63,50,59,3.13,61.2,Medium
3100,41,54,99,89,32,3.23,58.9,High
3101,80,41,82,68,99,3.0,80.3,Low
3102,60,68,61,24,93,2.03,63.3,Medium
3103,41,46,83,50,48,3.8,51.2,High
3104,66,74,73,56,82,3.65,70.9,Low
3105,96,40,97,98,45,2.35,70.7,Medium
3106,48,99,96,34,78,2.83,65.7,High
3107,40,52,90,71,68,3.54,66.7,High
3108,50,99,95,88,72,3.96,79.6,High
3109,42,67,56,30,50,3.9,45.5,High
3110,91,31,23,62,31,3.8,45.5,High
3111,62,66,21,89,77,2.32,72.4,Medium
3112,65,78,63,42,55,3.83,55.2,Medium
3113,43,81,86,59,29,3.76,50.3,High
3114,57,62,87,82,25,2.75,55.2,High
3115,94,51,95,21,26,2.79,40.7,High
3116,45,34,93,98,50,2.92,66.6,High
3117,74,47,81,92,91,3.31,84.2,Low
3118,61,67,20,66,22,2.52,43.4,High
3119,82,66,36,49,66,2.05,59.5,Medium
3120,54,93,35,35,20,2.28,36.7,High
3121,61,39,28,78,64,2.88,61.8,Medium
3122,99,71,72,66,73,2.56,73.2,Low
3123,76,77,92,49,69,3.53,66.8,Low
3124,91,73,78,28,98,2.21,71.8,Medium
3125,81,45,28,84,26,3.83,51.0,Medium
3126,51,83,31,78,82,3.79,72.7,High
3127,86,64,60,83,34,3.82,59.5,Medium
3128,88,57,34,27,86,3.48,60.4,Medium
3129,81,31,85,71,49,2.21,60.6,Medium
3130,77,42,94,37,97,2.88,71.2,Low
3131,57,70,30,77,87,2.26,73.6,High
3132,84,88,27,68,55,3.98,62.3,Medium
3133,74,98,74,51,86,2.67,74.3,Low
3134,69,82,25,67,24,3.17,47.3,High
3135,63,74,72,64,44,3.56,57.7,Medium
3136,81,49,39,73,30,3.84,50.8,Medium
3137,69,53,58,65,91,3.51,73.9,Low
3138,53,90,91,50,85,3.35,72.4,High
3139,45,87,53,56,47,2.93,54.1,High
3140,42,56,76,35,79,3.21,59.5,High
3141,55,55,38,65,29,2.19,45.9,High
3142,46,36,90,65,69,3.77,64.3,High
3143,91,71,50,97,58,3.09,73.5,Low
3144,53,76,59,80,56,2.08,65.2,High
3145,48,82,33,65,82,3.84,68.6,High
3146,54,88,56,70,80,2.98,72.8,High
3147,60,67,63,81,57,3.74,66.1,Low
3148,74,98,28,54,52,3.71,57.0,Medium
3149,41,82,77,61,94,3.63,75.9,High
3150,66,44,39,64,64,2.12,59.7,Medium
3151,41,55,69,87,63,2.49,67.8,High
3152,74,77,39,94,20,3.75,55.2,Medium
3153,57,48,55,66,72,3.8,64.6,High
3154,53,38,46,98,66,2.92,69.5,High
3155,59,93,91,49,52,2.88,59.8,High
3156,57,83,51,43,86,2.35,66.4,High
3157,49,80,20,85,34,3.94,54.0,High
3158,64,68,36,62,33,2.43,48.6,High
3159,41,33,28,53,42,2.38,42.9,High
3160,64,32,64,42,73,3.32,57.8,Medium
3161,93,93,85,80,27,2.49,61.9,Medium
3162,72,58,51,56,73,3.88,64.1,Medium
3163,75,40,64,32,55,2.02,49.5,High
3164,70,87,28,90,71,2.01,73.9,Medium
3165,53,56,49,26,25,3.01,33.6,High
3166,40,50,57,61,47,2.98,51.8,High
3167,85,68,79,57,69,2.33,67.9,Medium
3168,55,75,20,71,57,2.99,59.1,High
3169,93,95,24,63,49,2.82,59.7,Medium
3170,85,65,82,83,92,3.78,84.9,Low
3171,91,94,55,32,73,2.02,62.8,Medium
3172,42,92,84,47,90,3.95,71.9,High
3173,74,64,97,20,65,3.25,55.5,Medium
3174,80,60,92,62,47,2.3,60.6,Medium
3175,45,57,43,61,36,2.09,47.2,High
3176,64,30,23,69,67,3.08,59.2,Medium
3177,52,54,97,79,63,2.47,69.2,High
3178,92,72,87,20,79,2.6,62.7,Medium
3179,73,96,44,70,79,2.49,73.9,Medium
3180,47,92,93,35,24,3.3,43.3,High
3181,60,80,26,58,88,3.11,69.2,Low
3182,73,31,32,34,97,2.16,62.6,Medium
3183,43,93,87,52,89,3.05,73.5,High
3184,64,98,62,72,26,3.58,54.4,Medium
3185,54,38,76,36,72,2.16,56.4,High
3186,43,31,55,25,36,3.78,34.8,High
3187,84,63,33,50,78,3.16,64.2,Medium
3188,99,89,91,88,28,3.9,65.5,Low
3189,51,90,46,59,41,2.3,52.8,High
3190,71,60,56,49,64,3.99,59.0,Medium
3191,71,39,90,88,92,3.29,83.2,Low
3192,67,65,95,95,78,3.13,82.4,Low
3193,52,78,44,26,99,3.03,64.8,High
3194,70,99,86,32,32,2.05,47.9,High
3195,53,78,23,23,31,3.88,34.7,High
3196,59,32,98,69,55,3.29,61.6,High
3197,57,34,93,22,29,2.18,36.6,High
3198,68,90,35,31,35,2.04,42.6,High
3199,99,55,38,84,38,2.1,59.6,Medium
3200,45,34,48,46,25,3.22,36.5,High
3201,71,44,70,69,23,3.23,48.4,High
3202,68,45,37,96,49,3.0,63.4,Medium
3203,82,30,77,36,65,2.61,55.7,Medium
3204,41,45,63,91,46,3.06,60.6,High
3205,99,66,35,51,64,3.03,60.9,Medium
3206,62,32,84,70,56,2.04,61.2,Medium
3207,58,81,21,36,28,2.56,38.0,High
3208,70,76,75,53,80,2.11,70.0,Medium
3209,90,42,98,54,54,3.8,60.8,Medium
3210,44,84,47,43,66,3.45,56.8,High
3211,58,50,84,73,40,3.99,57.1,High
3212,73,95,24,37,36,2.6,44.7,High
3213,49,83,41,69,74,3.76,67.6,High
3214,64,56,32,65,25,3.21,44.7,High
3215,41,67,84,67,54,2.91,60.9,High
3216,50,87,35,52,69,2.45,60.4,High
3217,89,91,83,46,56,3.48,62.5,Medium
3218,70,75,51,20,32,3.81,38.4,High
3219,95,40,99,78,44,2.47,64.4,Medium
3220,54,37,70,29,20,2.35,32.8,High
3221,48,93,98,44,68,3.39,64.3,High
3222,62,50,77,76,54,3.95,63.3,Medium
3223,58,92,65,85,72,3.5,75.8,High
3224,48,93,71,34,71,2.57,59.8,High
3225,74,49,82,47,73,2.84,63.8,Medium
3226,60,37,95,32,95,2.77,66.8,Low
3227,48,87,79,33,66,3.7,57.7,High
3228,67,75,84,85,62,3.54,72.9,Low
3229,85,60,74,53,39,3.18,53.4,Medium
3230,90,38,76,44,52,2.55,54.4,Medium
3231,46,44,90,73,35,3.88,53.9,High
3232,55,55,92,98,97,3.31,88.4,High
3233,55,39,45,31,26,3.94,33.6,High
3234,99,58,31,28,89,3.16,62.8,Medium
3235,72,65,90,50,40,3.64,53.7,Medium
3236,43,66,65,97,55,3.63,68.5,High
3237,43,52,66,72,73,2.67,66.9,High
3238,78,70,98,62,38,3.93,58.4,Medium
3239,79,57,57,57,44,2.04,54.0,Medium
3240,56,77,40,61,86,3.54,70.0,High
3241,76,67,33,91,72,3.93,73.7,Low
3242,78,60,21,67,94,2.68,73.6,Low
3243,99,43,91,86,67,3.3,75.9,Low
3244,91,58,89,85,61,3.12,73.7,Low
3245,68,80,52,35,66,3.52,56.9,Medium
3246,91,78,25,35,61,3.73,54.3,Medium
3247,75,72,56,50,21,3.21,43.7,High
3248,99,34,33,77,25,3.63,49.7,High
3249,77,71,56,47,65,2.62,60.5,Medium
3250,78,36,27,23,85,2.46,55.0,Medium
3251,89,71,96,29,59,2.86,57.9,Medium
3252,76,65,32,70,77,3.36,69.1,Low
3253,91,56,59,37,97,2.37,70.5,Medium
3254,74,87,77,66,93,3.36,80.8,Low
3255,46,75,37,51,52,2.79,51.9,High
3256,66,95,76,49,81,3.59,70.8,Low
3257,67,54,57,55,31,2.07,46.7,High
3258,61,56,51,28,68,3.34,52.4,Medium
3259,53,30,85,55,97,3.3,72.1,High
3260,46,71,96,48,24,3.88,45.3,High
3261,76,81,44,35,70,3.43,58.6,Medium
3262,61,54,77,40,88,3.59,66.4,Low
3263,44,83,94,83,51,3.81,67.4,High
3264,94,96,52,85,68,3.35,76.9,Low
3265,41,35,85,78,79,2.58,71.1,High
3266,66,87,49,47,65,3.74,60.3,Medium
3267,60,99,53,74,87,3.5,78.2,Low
3268,93,82,88,50,60,2.85,65.3,Low
3269,77,95,67,52,86,3.42,73.9,Low
3270,54,87,59,79,32,3.74,56.5,High
3271,60,31,70,60,37,3.95,48.9,High
3272,49,51,99,65,70,3.9,67.4,High
3273,62,66,32,68,55,2.65,58.4,Medium
3274,97,49,50,84,53,2.84,66.0,Low
3275,95,53,58,61,31,2.22,51.3,Medium
3276,78,94,82,42,24,2.5,47.6,High
3277,44,94,67,46,67,3.76,61.1,High
3278,40,30,67,51,59,2.72,52.6,High
3279,52,32,80,22,32,3.24,35.8,High
3280,60,75,31,79,45,3.33,58.3,Medium
3281,65,84,97,95,33,3.56,66.3,Low
3282,89,93,75,98,30,2.37,67.1,Medium
3283,84,74,37,36,57,2.61,53.1,Medium
3284,60,55,46,51,99,2.9,71.0,Low
3285,92,94,47,26,76,2.73,61.5,Medium
3286,57,53,99,90,41,3.97,64.3,High
3287,76,64,71,88,35,3.67,61.5,Medium
3288,84,53,35,77,96,2.96,78.7,Low
3289,71,57,96,59,95,3.76,78.1,Low
3290,75,45,77,67,48,2.7,59.0,Medium
3291,56,88,28,70,21,3.57,46.6,High
3292,74,83,45,76,73,2.45,72.2,Medium
3293,88,45,47,90,21,3.54,53.4,Medium
3294,99,44,96,56,22,2.91,49.5,High
3295,50,40,55,94,75,2.21,72.7,High
3296,60,94,28,93,91,2.55,82.5,Low
3297,91,97,66,74,30,2.8,59.6,Medium
3298,94,72,97,60,95,3.5,82.3,Low
3299,92,98,70,39,51,2.15,58.1,Medium
3300,65,42,95,52,23,3.32,45.0,High
3301,43,39,76,59,28,3.43,44.7,High
3302,73,70,51,53,75,3.31,65.3,Low
3303,91,79,86,81,35,3.52,63.9,Medium
3304,87,88,76,38,90,2.36,72.5,Medium
3305,99,68,73,62,29,3.17,54.2,Medium
3306,57,32,35,88,55,3.88,60.8,High
3307,79,36,81,82,43,3.22,61.4,Medium
3308,74,78,75,29,83,3.22,64.6,Medium
3309,80,55,42,32,75,3.47,57.3,Medium
3310,68,62,36,24,97,2.67,62.6,Medium
3311,91,77,99,77,97,3.4,88.6,Low
3312,68,31,57,78,41,3.83,55.4,Medium
3313,77,61,91,95,71,2.02,79.8,Medium
3314,81,33,49,78,69,3.74,67.3,Low
3315,60,49,77,96,66,2.44,73.8,Medium
3316,81,65,97,34,42,2.91,51.3,Medium
3317,52,61,41,96,95,3.7,82.2,High
3318,88,57,36,20,38,3.65,39.3,High
3319,80,30,34,57,71,3.78,59.9,Medium
3320,56,89,67,72,53,3.88,64.0,High
3321,95,85,51,71,48,2.89,63.6,Medium
3322,48,64,96,20,80,3.31,58.8,High
3323,80,59,59,30,54,2.78,50.4,Medium
3324,40,83,76,77,24,2.7,52.6,High
3325,41,65,77,59,95,2.86,74.0,High
3326,99,84,35,79,26,3.49,55.9,Medium
3327,87,87,47,63,60,3.0,65.0,Medium
3328,68,94,20,25,21,3.63,34.1,High
3329,72,98,60,47,29,3.49,48.7,High
3330,49,80,67,50,63,2.04,59.8,High
3331,89,51,50,27,89,3.26,62.7,Medium
3332,97,82,55,24,54,2.87,52.2,Medium
3333,99,65,52,73,81,2.91,75.9,Low
3334,79,97,52,36,93,3.64,70.8,Low
3335,60,65,42,57,92,3.1,70.6,Low
3336,67,81,79,28,39,3.77,46.7,High
3337,50,82,98,93,54,3.43,72.5,High
3338,94,79,49,97,56,3.11,73.7,Low
3339,73,70,64,33,91,3.51,67.0,Low
3340,47,47,99,45,73,2.08,62.0,High
3341,98,51,58,81,99,2.05,84.6,Medium
3342,61,95,64,44,47,2.17,54.0,Medium
3343,47,50,97,99,89,2.88,84.7,High
3344,88,73,31,55,51,2.47,56.1,Medium
3345,54,76,51,99,30,3.97,59.8,High
3346,56,68,75,52,61,3.08,59.9,High
3347,99,58,43,22,42,3.32,43.4,High
3348,62,83,32,30,49,2.56,46.3,High
3349,63,46,39,77,28,2.64,49.1,High
3350,84,89,98,83,78,2.67,83.2,Low
3351,58,60,75,37,47,3.4,49.2,High
3352,44,78,72,66,98,2.95,78.4,High
3353,71,31,87,63,52,3.04,58.6,Medium
3354,83,77,73,78,66,3.18,73.1,Low
3355,40,43,53,69,41,3.54,50.7,High
3356,62,88,47,88,48,2.18,65.3,Medium
3357,76,87,69,48,53,3.55,58.8,Medium
3358,47,87,21,86,61,3.13,65.7,High
3359,52,80,45,21,71,3.34,52.4,High
3360,47,31,70,44,66,2.66,54.4,High
3361,96,70,66,38,93,2.82,71.8,Low
3362,62,45,45,59,70,2.46,60.9,Medium
3363,82,33,94,21,64,3.96,52.8,Medium
3364,40,41,93,84,94,2.99,80.2,High
3365,84,58,80,81,53,3.99,67.7,Low
3366,90,36,42,73,40,2.98,54.7,Medium
3367,63,43,56,64,32,2.44,48.2,High
3368,74,41,60,68,73,3.01,67.1,Low
3369,63,34,71,88,44,2.08,60.8,Medium
3370,56,61,68,57,40,3.81,51.6,High
3371,44,72,46,23,20,3.64,31.1,High
3372,59,98,25,36,77,3.45,59.8,High
3373,60,74,93,72,88,3.22,79.5,Low
3374,79,38,85,72,90,3.16,77.8,Low
3375,97,78,43,50,32,3.99,49.6,High
3376,70,62,57,41,71,2.56,59.6,Medium
3377,85,47,47,30,42,3.56,43.7,High
3378,75,38,47,53,40,3.16,47.9,High
3379,50,91,85,34,25,3.95,42.8,High
3380,91,86,80,29,39,3.66,50.0,Medium
3381,54,58,65,72,95,4.0,77.3,High
3382,58,54,88,67,59,3.18,63.7,High
3383,46,44,94,50,28,2.41,44.6,High
3384,90,35,93,56,69,3.01,66.2,Low
3385,67,71,62,47,47,3.42,52.9,Medium
3386,90,58,78,50,30,3.55,49.6,High
3387,82,33,21,89,94,2.0,77.9,Medium
3388,97,86,34,33,75,3.01,61.6,Medium
3389,44,78,56,35,98,2.47,67.5,High
3390,44,73,90,44,54,3.75,55.5,High
3391,69,43,39,58,44,2.31,50.1,Medium
3392,93,32,54,85,38,3.33,58.6,Medium
3393,71,91,53,57,50,2.53,58.6,Medium
3394,47,93,50,60,69,2.71,64.6,High
3395,49,74,38,59,82,3.88,66.6,High
3396,77,87,87,83,66,2.48,76.4,Medium
3397,86,49,43,35,20,2.19,36.3,High
3398,71,87,58,96,77,2.14,81.2,Medium
3399,87,86,73,78,29,3.01,59.6,Medium
3400,67,97,58,30,27,3.28,42.0,High
3401,56,81,36,20,45,2.65,41.3,High
3402,70,66,38,32,53,3.38,48.2,High
3403,47,37,67,49,38,2.12,45.0,High
3404,79,73,54,88,97,3.71,85.8,Low
3405,64,34,51,37,91,3.63,62.4,Medium
3406,48,98,66,97,20,3.97,58.3,High
3407,41,60,66,32,67,3.87,53.1,High
3408,54,74,83,51,44,2.71,54.0,High
3409,89,38,65,90,43,2.8,63.4,Medium
3410,42,61,54,91,66,3.49,69.4,High
3411,88,62,36,69,88,2.27,74.5,Medium
3412,75,96,61,90,86,2.63,84.6,Low
3413,43,59,48,99,51,2.24,65.1,High
3414,53,58,89,50,36,2.91,49.4,High
3415,80,32,36,70,80,3.1,67.8,Low
3416,80,86,33,46,88,2.42,68.9,Medium
3417,64,59,43,79,30,2.05,52.3,Medium
3418,97,38,76,52,57,3.44,59.5,Medium
3419,94,55,69,72,87,2.04,78.2,Medium
3420,89,31,76,91,38,3.95,62.1,Medium
3421,49,91,80,52,36,2.44,52.0,High
3422,60,32,58,60,32,3.33,45.8,High
3423,75,75,74,38,20,2.87,41.8,High
3424,51,97,55,60,21,2.12,46.7,High
3425,66,54,56,61,85,2.94,69.9,Low
3426,79,80,33,42,87,3.03,66.6,Low
3427,41,42,46,94,35,3.71,55.1,High
3428,93,73,50,52,23,3.46,46.4,High
3429,52,64,92,39,76,2.16,62.9,High
3430,92,84,63,44,92,2.42,73.9,Medium
3431,71,38,87,71,42,2.62,57.7,Medium
3432,70,31,67,31,21,2.23,34.5,High
3433,55,90,76,51,86,2.91,71.8,High
3434,71,70,94,52,45,3.97,57.1,Medium
3435,71,73,41,93,26,3.03,56.8,Medium
3436,99,93,23,87,63,3.48,72.8,Low
3437,73,60,91,34,52,3.37,53.4,Medium
3438,50,76,65,70,83,3.7,73.3,High
3439,49,31,78,25,55,2.43,45.3,High
3440,54,98,53,88,23,3.51,56.1,High
3441,56,87,30,88,42,3.76,60.5,High
3442,79,73,50,54,44,2.34,54.0,Medium
3443,57,85,30,53,93,2.69,70.3,High
3444,94,72,75,82,46,3.94,67.1,Low
3445,48,63,57,87,70,3.56,70.9,High
3446,64,59,40,37,98,2.57,66.6,Low
3447,79,99,29,45,88,3.13,69.4,Low
3448,98,84,45,80,99,2.81,86.3,Low
3449,53,96,27,97,42,2.98,63.5,High
3450,99,42,27,93,28,2.71,55.9,Medium
3451,97,32,79,67,52,2.56,61.7,Medium
3452,64,55,91,91,54,3.35,69.9,Low
3453,89,86,53,50,69,3.56,65.4,Low
3454,61,53,35,53,43,3.75,48.0,High
3455,91,82,32,26,43,2.31,45.5,High
3456,69,99,95,26,38,3.65,49.3,High
3457,59,72,41,66,58,2.51,60.2,High
3458,60,89,46,27,80,2.85,59.6,Medium
3459,83,87,83,97,44,3.8,72.0,Low
3460,71,78,21,20,44,2.91,40.6,High
3461,90,71,45,96,46,2.39,67.8,Medium
3462,85,95,88,22,51,2.32,53.8,Medium
3463,88,40,49,72,30,2.95,51.3,Medium
3464,95,47,27,57,88,3.53,69.2,Low
3465,60,81,57,70,52,3.99,61.6,Medium
3466,74,75,80,34,38,3.57,48.3,High
3467,97,73,84,86,35,3.75,65.2,Low
3468,71,51,86,83,30,3.5,57.7,Medium
3469,69,82,65,87,94,3.79,85.3,Low
3470,94,88,91,24,93,2.15,71.7,Medium
3471,78,59,62,29,88,3.86,63.8,Medium
3472,88,37,78,27,74,2.79,58.0,Medium
3473,51,86,65,31,44,3.84,47.1,High
3474,80,49,91,83,96,2.15,85.3,Medium
3475,86,54,54,78,53,3.43,64.0,Medium
3476,57,48,58,86,31,3.47,54.5,High
3477,60,34,70,69,40,3.99,53.1,Medium
3478,52,56,23,42,48,3.54,44.9,High
3479,60,69,99,59,70,2.77,68.5,Low
3480,47,55,96,97,42,3.11,65.7,High
3481,85,56,70,96,52,2.73,70.7,Low
3482,79,91,24,95,27,2.39,58.7,Medium
3483,85,79,74,37,61,2.5,59.3,Medium
3484,46,71,39,40,96,2.44,66.0,High
3485,62,58,43,20,88,3.1,57.5,Medium
3486,83,68,55,57,60,3.81,61.7,Medium
3487,71,89,53,60,93,3.83,76.5,Low
3488,50,70,73,61,82,2.11,70.4,High
3489,61,62,53,28,33,2.16,39.2,High
3490,61,45,36,42,81,2.49,59.2,Medium
3491,82,52,24,97,94,2.51,82.5,Low
3492,64,36,37,30,65,2.19,48.7,High
3493,61,55,74,90,86,2.78,80.4,Low
3494,67,41,72,50,72,3.18,61.8,Medium
3495,68,34,69,45,71,3.16,59.0,Medium
3496,52,98,91,49,26,3.09,49.2,High
3497,57,78,98,53,73,2.68,68.4,High
3498,41,55,64,65,30,3.41,47.5,High
3499,68,34,32,88,44,3.65,57.4,Medium
3500,60,51,35,24,78,2.69,53.0,Medium
3501,54,42,32,80,85,2.17,70.8,High
3502,91,57,39,57,46,2.59,54.2,Medium
3503,66,62,85,47,77,2.27,66.2,Medium
3504,89,52,66,45,30,2.93,46.2,High
3505,70,47,38,80,74,2.31,69.1,Medium
3506,54,59,64,42,38,2.93,45.5,High
3507,90,55,56,65,58,2.44,62.8,Medium
3508,62,45,73,49,89,3.48,68.3,Low
3509,63,68,25,86,30,2.06,53.4,Medium
3510,83,62,33,52,33,3.11,46.6,High
3511,52,55,23,22,79,2.34,51.2,High
3512,61,77,74,88,55,2.0,69.6,Medium
3513,82,94,53,61,60,3.74,65.2,Low
3514,76,67,46,81,21,3.34,51.6,Medium
3515,72,31,26,77,76,2.2,66.4,Medium
3516,95,35,22,76,79,3.33,69.6,Low
3517,42,75,66,20,39,3.22,39.9,High
3518,93,79,21,92,41,2.95,63.3,Medium
3519,58,67,99,79,23,2.84,55.3,High
3520,62,47,44,88,75,3.77,71.7,Low
3521,68,56,79,78,77,2.49,74.5,Medium
3522,69,70,98,65,84,2.8,76.8,Low
3523,78,46,43,53,77,2.66,63.4,Medium
3524,83,91,34,44,49,3.54,53.6,Medium
3525,86,58,33,61,95,3.83,74.0,Low
3526,64,87,73,48,38,3.7,52.0,Medium
3527,76,99,97,44,81,3.6,72.8,Low
3528,86,51,25,73,87,3.97,72.9,Low
3529,47,35,97,92,98,3.39,84.7,High
3530,81,55,37,86,63,3.5,68.3,Low
3531,97,68,39,34,80,3.97,62.6,Medium
3532,55,41,81,23,40,2.01,40.6,High
3533,47,43,99,57,29,3.27,47.6,High
3534,40,51,59,39,49,3.48,46.3,High
3535,83,80,58,42,43,3.84,51.9,Medium
3536,44,52,71,56,67,3.77,60.3,High
3537,42,77,51,81,74,3.68,70.9,High
3538,40,79,92,27,71,3.89,57.6,High
